¹¤ÐòÃû,×Ê²ú±àÂë,Éè±¸ID,²Ù×÷Õß,°à´Î,µçÐ¾ÐÍºÅ´úÂë,Éú²úÅú´Î,Ê±¼ä,µçÐ¾ÌõÂë,µçÐ¾Î»ÖÃ,Ô¤º¸¹¦ÂÊ,Ô¤º¸ËÙ¶È,º¸ÏßÊýÁ¿,º¸Ïß³¤¶È,Àë½¹Á¿,º¸ºó½á¹û,Ñ¹Á¦Öµ,Ô¤º¸Ì¨½×Öµ1,Ô¤º¸Ì¨½×Öµ2,Ô¤º¸Ì¨½×Öµ3,Ô¤º¸Ì¨½×Öµ4,Ô¤º¸Ì¨½×Öµ5,Ô¤º¸Ì¨½×Öµ6,Ô¤º¸Ì¨½×Öµ7,Ô¤º¸Ì¨½×Öµ8,·´À¡´úÂë,·´À¡ÐÅÏ¢
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:01:33,001CB1U0000001ABB6512760,A,634.754,600.000,8.000,4.500,0.000,2.000,65.310,-0.031,-0.168,0.019,0.005,-0.008,-0.037,0.022,0.022,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:01:42,001CB1U0000001ABB6512754,B,617.021,600.000,8.000,4.500,0.000,2.000,47.520,-0.082,-0.144,0.029,0.009,-0.029,-0.027,-0.017,0.097,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:01:47,001CB1U0000001ABB6512764,A,634.968,600.000,8.000,4.500,0.000,2.000,71.670,-0.088,-0.146,0.060,0.070,0.033,0.042,-0.043,-0.072,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:01:57,001CB1U0000001ABB6512762,B,616.167,600.000,8.000,4.500,0.000,2.000,47.040,-0.030,-0.066,0.019,0.001,0.016,-0.040,0.019,0.056,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:02:02,001CB1U0000001ABB6512768,A,618.517,600.000,8.000,4.500,0.000,2.000,62.610,-0.094,-0.177,0.045,0.052,0.061,0.015,-0.058,-0.093,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:02:11,001CB1U0000001ABB6512766,B,617.021,600.000,8.000,4.500,0.000,2.000,46.080,-0.059,-0.091,0.076,0.014,0.033,0.016,0.082,0.022,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:02:14,001CB1U0000001ABB6512772,A,635.181,600.000,8.000,4.500,0.000,2.000,67.620,-0.070,-0.168,0.067,0.061,0.056,0.034,0.072,0.046,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:02:23,001CB1U0000001ABB6512770,B,574.932,600.000,8.000,4.500,0.000,2.000,46.080,-0.033,-0.098,0.050,0.011,0.013,0.001,0.006,0.017,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:02:41,001CB1U0000001ABB6512776,A,634.327,600.000,8.000,4.500,0.000,2.000,72.600,-0.050,-0.156,0.047,0.061,0.046,0.048,-0.080,-0.099,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:02:50,001CB1U0000001ABB6512774,B,616.594,600.000,8.000,4.500,0.000,2.000,46.880,-0.168,-0.089,-0.041,0.053,-0.026,0.028,-0.049,0.038,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:03:06,001CB1U0000001ABB6512784,A,623.217,600.000,8.000,4.500,0.000,2.000,66.630,-0.067,-0.143,0.000,-0.021,-0.015,-0.028,-0.064,-0.061,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:03:15,001CB1U0000001ABB6512778,B,617.448,600.000,8.000,4.500,0.000,2.000,46.880,-0.096,-0.072,-0.074,0.010,-0.084,-0.045,0.082,0.108,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:03:45,001CB1U0000001ABB6512792,A,615.526,600.000,8.000,4.500,0.000,2.000,70.500,-0.030,-0.130,0.034,-0.023,0.044,-0.043,0.032,0.028,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:03:54,001CB1U0000001ABB6512782,B,617.021,600.000,8.000,4.500,0.000,2.000,47.040,-0.128,-0.116,-0.072,-0.009,-0.093,-0.033,-0.003,0.081,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:04:08,001CB1U0000001ABC6500002,A,634.113,600.000,8.000,4.500,0.000,2.000,72.900,-0.061,-0.187,0.091,0.047,0.117,0.047,-0.082,-0.112,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:04:17,001CB1U0000001ABB6512786,B,614.671,600.000,8.000,4.500,0.000,2.000,46.560,-0.014,-0.073,-0.018,-0.022,-0.020,-0.056,0.035,0.096,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:04:47,001CB1U0000001ABC6500006,A,635.609,600.000,8.000,4.500,0.000,2.000,70.380,-0.103,-0.180,0.091,0.060,0.117,0.032,-0.064,-0.078,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:04:56,001CB1U0000001ABB6512790,B,616.808,600.000,8.000,4.500,0.000,2.000,47.040,-0.026,-0.108,0.011,-0.014,-0.023,-0.022,0.029,0.077,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:05:10,001CB1U0000001ABB6512414,A,633.472,600.000,8.000,4.500,0.000,2.000,70.350,-0.057,-0.175,0.028,0.058,0.035,0.018,0.032,0.057,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:05:20,001CB1U0000001ABB6512794,B,617.662,600.000,8.000,4.500,0.000,2.000,46.400,-0.042,-0.104,0.032,0.013,0.008,-0.023,-0.041,0.034,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:05:50,001CB1U0000001ABC6500010,A,614.671,600.000,8.000,4.500,0.000,2.000,59.790,-0.071,-0.085,0.077,0.071,0.037,0.037,-0.047,-0.037,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:05:59,001CB1U0000001ABC6500000,B,617.662,600.000,8.000,4.500,0.000,2.000,47.200,-0.073,-0.144,0.006,-0.023,-0.028,-0.057,-0.066,-0.005,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:06:12,001CB1U0000001ABC6500012,A,634.968,600.000,8.000,4.500,0.000,2.000,64.890,-0.129,-0.178,0.056,0.057,0.060,0.015,-0.088,-0.099,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:06:21,001CB1U0000001ABC6500004,B,616.808,600.000,8.000,4.500,0.000,2.000,46.880,0.047,0.020,0.024,0.029,0.030,-0.010,-0.008,0.039,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:06:51,001CB1U0000001ABC6500014,A,634.968,600.000,8.000,4.500,0.000,2.000,65.640,0.013,-0.013,0.031,0.058,0.029,0.014,-0.035,-0.028,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:07:01,001CB1U0000001ABC6500008,B,618.303,600.000,8.000,4.500,0.000,2.000,47.360,-0.129,-0.202,0.035,-0.020,0.028,-0.012,-0.191,-0.114,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:07:14,001CB1U0000001AB96502648,A,634.754,600.000,8.000,4.500,0.000,2.000,60.870,-0.155,-0.207,0.048,0.025,0.064,0.040,-0.091,-0.075,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:07:22,001CB1U0000001ABB6512398,B,616.167,600.000,8.000,4.500,0.000,2.000,47.520,-0.164,-0.066,-0.095,0.010,-0.113,-0.026,0.027,0.120,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:07:40,001CB1U0000001AB96503252,A,634.113,600.000,8.000,4.500,0.000,2.000,71.970,-0.102,-0.159,0.082,0.047,0.101,0.033,-0.032,-0.032,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:07:49,001CB1U0000001ABB6512412,B,618.089,600.000,8.000,4.500,0.000,2.000,47.840,-0.174,-0.108,-0.032,0.067,-0.044,0.034,0.004,0.111,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:07:54,001CB1U0000001ABC6500016,A,633.900,600.000,8.000,4.500,0.000,2.000,69.720,-0.050,-0.085,0.059,0.064,0.057,0.047,-0.046,-0.040,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:08:04,001CB1U0000001ABB6512428,B,617.021,600.000,8.000,4.500,0.000,2.000,46.560,-0.097,-0.131,0.068,0.059,0.025,0.012,-0.009,0.026,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:08:19,001CB1U0000001ABC6500020,A,632.190,600.000,8.000,4.500,0.000,2.000,69.810,-0.065,-0.136,0.044,0.050,0.044,0.053,-0.096,-0.105,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:08:28,001CB1U0000001ABB6512426,B,616.808,600.000,8.000,4.500,0.000,2.000,46.720,-0.110,-0.145,0.031,0.023,0.037,-0.011,-0.080,-0.022,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:08:42,001CB1U0000001ABC6500024,A,634.754,600.000,8.000,4.500,0.000,2.000,55.830,-0.065,-0.224,0.026,0.048,0.007,0.023,-0.035,0.017,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:08:52,001CB1U0000001AB96502636,B,616.808,600.000,8.000,4.500,0.000,2.000,47.520,-0.165,-0.179,-0.027,0.093,-0.046,0.071,-0.190,-0.048,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:08:58,001CB1U0000001ABC6500030,A,634.327,600.000,8.000,4.500,0.000,2.000,70.080,-0.031,-0.096,0.022,0.030,0.005,-0.017,0.004,-0.031,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:09:07,001CB1U0000001ABC6500018,B,617.662,600.000,8.000,4.500,0.000,2.000,47.040,-0.054,-0.080,0.026,0.023,-0.024,0.003,-0.007,0.041,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:09:22,001CB1U0000001ABC6500034,A,633.900,600.000,8.000,4.500,0.000,2.000,70.080,-0.035,-0.147,0.037,-0.027,0.039,-0.036,0.035,0.031,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:09:31,001CB1U0000001ABC6500022,B,614.885,600.000,8.000,4.500,0.000,2.000,47.360,-0.103,-0.103,0.070,0.052,0.036,0.022,-0.102,-0.064,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:10:02,001CB1U0000001ABC6500038,A,633.900,600.000,8.000,4.500,0.000,2.000,69.240,-0.043,-0.110,0.056,0.013,0.054,-0.011,0.103,0.066,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:10:11,001CB1U0000001ABC6500026,B,615.312,600.000,8.000,4.500,0.000,2.000,47.040,-0.091,-0.093,0.043,-0.006,0.025,-0.034,-0.002,0.019,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:10:28,001CB1U0000001ABC6500046,A,633.045,600.000,8.000,4.500,0.000,2.000,71.040,-0.059,-0.162,0.035,-0.015,0.029,-0.021,0.045,0.065,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:10:37,001CB1U0000001ABC6500032,B,615.739,600.000,8.000,4.500,0.000,2.000,46.880,-0.118,-0.112,-0.004,0.022,-0.020,0.009,-0.152,-0.096,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:10:42,001CB1U0000001ABC6500050,A,634.327,600.000,8.000,4.500,0.000,2.000,61.830,-0.068,-0.147,0.001,0.051,-0.004,0.011,0.028,0.091,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:10:52,001CB1U0000001ABC6500036,B,615.953,600.000,8.000,4.500,0.000,2.000,47.840,-0.122,-0.053,0.004,-0.023,0.021,-0.036,0.060,0.051,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:11:07,001CB1U0000001ABC6500058,A,634.754,600.000,8.000,4.500,0.000,2.000,70.320,-0.130,-0.143,0.055,0.121,0.069,0.067,-0.032,-0.064,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:11:16,001CB1U0000001ABC6500040,B,615.526,600.000,8.000,4.500,0.000,2.000,46.720,-0.040,-0.101,0.029,0.002,0.018,-0.039,0.048,0.069,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:11:46,001CB1U0000001ABC6500064,A,627.063,600.000,8.000,4.500,0.000,2.000,69.630,-0.094,-0.188,0.010,0.033,-0.012,-0.023,-0.027,-0.003,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:11:55,001CB1U0000001ABC6500044,B,617.021,600.000,8.000,4.500,0.000,2.000,48.000,-0.070,-0.097,-0.003,0.019,0.006,-0.023,0.028,0.078,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:12:09,001CB1U0000001ABC6500084,A,632.190,600.000,8.000,4.500,0.000,2.000,65.430,-0.005,-0.058,-0.011,0.000,-0.013,0.000,-0.055,-0.036,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:12:18,001CB1U0000001ABC6500048,B,616.380,600.000,8.000,4.500,0.000,2.000,46.880,-0.131,-0.093,0.006,0.031,0.002,0.007,-0.050,-0.003,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:12:48,001CB1U0000001ABC6500090,A,633.686,600.000,8.000,4.500,0.000,2.000,55.650,-0.050,-0.110,0.026,0.020,0.025,-0.012,-0.045,-0.035,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:12:57,001CB1U0000001ABC6500062,B,616.380,600.000,8.000,4.500,0.000,2.000,46.560,-0.138,-0.075,-0.024,0.042,-0.043,-0.008,0.031,0.105,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:13:11,001CB1U0000001ABC6500054,A,634.754,600.000,8.000,4.500,0.000,2.000,70.560,-0.020,-0.076,-0.038,0.017,-0.015,-0.011,-0.006,-0.028,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:13:20,001CB1U0000001ABC6500070,B,617.021,600.000,8.000,4.500,0.000,2.000,46.400,-0.154,-0.112,-0.002,0.098,-0.031,0.045,-0.110,-0.013,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:13:50,001CB1U0000001ABB6512474,A,633.686,600.000,8.000,4.500,0.000,2.000,70.830,-0.116,-0.138,0.053,0.106,0.045,0.059,-0.034,-0.054,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:13:59,001CB1U0000001ABB6512554,B,615.953,600.000,8.000,4.500,0.000,2.000,46.080,-0.094,-0.131,0.023,-0.008,0.019,-0.019,-0.125,-0.047,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:14:12,001CB1U0000001ABC6500096,A,635.395,600.000,8.000,4.500,0.000,2.000,70.200,0.019,-0.065,0.046,0.025,0.057,-0.017,0.014,0.002,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:14:22,001CB1U0000001ABC6500088,B,618.517,600.000,8.000,4.500,0.000,2.000,47.360,-0.027,-0.079,0.055,0.055,0.055,0.028,-0.116,-0.085,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:14:52,001CB1U0000001ABC6500100,A,635.181,600.000,8.000,4.500,0.000,2.000,67.410,-0.030,-0.100,0.091,0.072,0.103,0.064,-0.080,-0.071,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:15:01,001CB1U0000001ABC6500060,B,615.953,600.000,8.000,4.500,0.000,2.000,47.360,-0.059,-0.048,-0.019,-0.004,-0.026,-0.067,0.021,0.068,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:15:14,001CB1U0000001AB96503142,A,633.900,600.000,8.000,4.500,0.000,2.000,61.890,-0.113,-0.049,-0.010,0.054,-0.002,0.021,0.010,0.015,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:15:23,001CB1U0000001ABC6500092,B,617.662,600.000,8.000,4.500,0.000,2.000,47.520,-0.120,-0.113,0.026,0.007,-0.005,-0.004,-0.126,-0.044,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:15:54,001CB1U0000001ABC6500104,A,632.618,600.000,8.000,4.500,0.000,2.000,72.510,-0.066,-0.125,0.014,0.138,0.034,0.078,-0.021,-0.055,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:16:03,001CB1U0000001ABC6500094,B,618.089,600.000,8.000,4.500,0.000,2.000,46.880,-0.141,-0.060,0.036,0.121,0.024,0.067,-0.079,-0.006,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:16:16,001CB1U0000001ABB6512470,A,631.549,600.000,8.000,4.500,0.000,2.000,70.830,-0.094,-0.193,0.026,0.103,0.056,0.058,-0.088,-0.087,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:16:25,001CB1U0000001ABC6500098,B,616.808,600.000,8.000,4.500,0.000,2.000,47.040,-0.079,-0.083,0.062,0.061,0.051,0.048,-0.103,-0.043,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:16:55,001CB1U0000001ABC6500110,A,633.045,600.000,8.000,4.500,0.000,2.000,62.280,-0.025,-0.067,0.057,0.054,0.054,0.042,-0.102,-0.111,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:17:04,001CB1U0000001ABB6512468,B,615.739,600.000,8.000,4.500,0.000,2.000,47.360,-0.109,-0.089,-0.010,0.020,-0.041,-0.002,0.017,0.087,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:17:17,001CB1U0000001AB96503356,A,634.541,600.000,8.000,4.500,0.000,2.000,69.840,-0.096,-0.189,0.111,0.072,0.137,0.064,-0.053,-0.104,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:17:26,001CB1U0000001AB96502724,B,617.448,600.000,8.000,4.500,0.000,2.000,46.880,-0.125,-0.129,0.040,0.090,0.024,0.055,-0.068,0.029,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:17:52,001CB1U0000001AB96503128,A,0.000,600.000,8.000,4.500,0.000,2.000,65.820,0.341,0.565,-0.032,0.011,-0.015,-0.005,-0.009,-0.019,-1,¹¦ÂÊÒì³££¬ÂÖÀªÖµÊÇ·ñNG
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:18:06,001CB1U0000001ABC6500076,B,616.808,600.000,8.000,4.500,0.000,2.000,47.520,-0.088,-0.074,0.005,0.002,0.009,-0.015,0.044,0.083,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:18:10,001CB1U0000001AB96503130,A,634.754,600.000,8.000,4.500,0.000,2.000,71.130,-0.083,-0.139,0.001,0.032,-0.003,-0.002,0.011,-0.025,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:18:16,001CB1U0000001ABC6500108,B,616.594,600.000,8.000,4.500,0.000,2.000,46.400,-0.063,-0.007,0.015,0.042,0.029,0.021,0.013,0.082,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:18:20,001CB1U0000001AB96503126,A,633.472,600.000,8.000,4.500,0.000,2.000,69.720,-0.039,-0.127,0.015,0.026,0.025,-0.005,0.010,-0.050,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:18:27,001CB1U0000001ABC6500074,B,617.448,600.000,8.000,4.500,0.000,2.000,46.400,-0.090,-0.089,0.056,0.060,0.022,0.023,-0.043,0.018,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:18:41,001CB1U0000001AB96503422,A,633.259,600.000,8.000,4.500,0.000,2.000,71.190,0.024,-0.031,0.052,0.035,0.062,0.013,0.038,0.032,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:18:48,001CB1U0000001AB96503270,B,616.380,600.000,8.000,4.500,0.000,2.000,46.400,-0.166,-0.114,-0.003,0.111,-0.024,0.074,-0.186,-0.075,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:20:43,001CB1U0000001AB96503118,A,0.000,600.000,8.000,4.500,0.000,2.000,62.100,0.063,-0.115,0.312,-0.018,0.592,-0.027,1.214,0.041,-1,¹¦ÂÊÒì³££¬ÂÖÀªÖµÊÇ·ñNG
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:20:52,001CB1U0000001AB96502712,B,575.573,600.000,8.000,4.500,0.000,2.000,46.400,-0.124,-0.096,0.001,0.093,-0.030,0.058,-0.085,0.021,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:20:57,001CB1U0000001ABB6515911,A,634.113,600.000,8.000,4.500,0.000,2.000,72.270,-0.068,-0.130,0.060,0.021,0.077,-0.002,-0.055,-0.070,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:21:06,001CB1U0000001AB96502702,B,616.167,600.000,8.000,4.500,0.000,2.000,46.240,-0.148,-0.173,-0.016,0.106,-0.058,0.077,-0.201,-0.011,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:21:10,001CB1U0000001AB96504288,A,632.618,600.000,8.000,4.500,0.000,2.000,68.490,-0.071,-0.195,0.056,-0.025,0.067,-0.037,-0.028,-0.069,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,0:21:19,001CB1U0000001AB96503152,B,618.089,600.000,8.000,4.500,0.000,2.000,46.880,-0.092,-0.075,0.002,0.042,-0.009,0.023,-0.100,-0.031,0,OK
