时间,条码,扫码结果,位置
1:06:26,001CB1U0000001ABC6500810,OK,1
1:06:33,001CB1U0000001ABC6500816,OK,2
1:06:40,001CB1U0000001ABC6500814,OK,1
1:06:47,001CB1U0000001ABC6500820,OK,2
1:06:52,001CB1U0000001ABC6500818,OK,1
1:07:00,001CB1U0000001ABC6500824,OK,2
1:07:06,001CB1U0000001ABC6500822,OK,1
1:07:13,001CB1U0000001ABC6500828,OK,2
1:07:19,001CB1U0000001ABC6500826,OK,1
1:07:26,001CB1U0000001ABC6500832,OK,2
1:07:32,001CB1U0000001ABC6500830,OK,1
1:07:39,001CB1U0000001ABC6500836,OK,2
1:07:45,001CB1U0000001ABC6500834,OK,1
1:07:53,001CB1U0000001ABC6500838,OK,2
1:07:58,001CB1U0000001ABC6500544,OK,1
1:08:05,001CB1U0000001ABC6500842,OK,2
1:08:14,001CB1U0000001ABC6500840,OK,1
1:08:22,001CB1U0000001ABC6500846,OK,2
1:08:36,001CB1U0000001ABC6500844,OK,1
1:08:44,001CB1U0000001ABC6500850,OK,2
1:08:49,001CB1U0000001ABC6500848,OK,1
1:08:57,001CB1U0000001ABC6500854,OK,2
1:09:09,001CB1U0000001ABC6500852,OK,1
1:09:16,001CB1U0000001ABC6500858,OK,2
1:09:21,001CB1U0000001ABC6500856,OK,1
1:09:29,001CB1U0000001ABC6500862,OK,2
1:09:34,001CB1U0000001ABC6500860,OK,1
1:09:42,001CB1U0000001ABC6500536,OK,2
1:09:46,001CB1U0000001ABC6500864,OK,1
1:09:53,001CB1U0000001ABC6500540,OK,2
1:09:57,001CB1U0000001ABC6500530,OK,1
1:10:04,001CB1U0000001ABB6510607,OK,2
1:10:08,001CB1U0000001ABB6510597,OK,1
1:10:16,001CB1U0000001ABB6510593,OK,2
1:10:57,001CB1U0000001ABC6500866,OK,2
1:11:37,001CB1U0000001ABB6510619,OK,1
1:11:40,001CB1U0000001ABB6510647,OK,2
1:11:48,001CB1U0000001ABB6510643,OK,1
1:11:51,001CB1U0000001ABB6510637,OK,2
1:14:09,001CB1U0000001ABB6507847,OK,1
1:14:12,001CB1U0000001ABB6508129,OK,2
1:14:20,001CB1U0000001ABB6508057,OK,1
1:14:23,001CB1U0000001ABB6508069,OK,2
1:14:31,001CB1U0000001ABB6507623,OK,1
1:14:34,001CB1U0000001ABB6507843,OK,2
1:14:42,001CB1U0000001ABB6508311,OK,1
1:14:46,001CB1U0000001ABB6508573,OK,2
1:14:54,001CB1U0000001ABB6507529,OK,1
1:14:58,001CB1U0000001ABB6507617,OK,2
1:15:06,001CB1U0000001ABB6508571,OK,1
1:15:11,001CB1U0000001ABB6508309,OK,2
1:15:18,001CB1U0000001ABB6508205,OK,1
1:15:23,001CB1U0000001ABB6507377,OK,2
1:15:31,001CB1U0000001ABB6508561,OK,1
1:15:36,001CB1U0000001ABB6508563,OK,2
1:15:43,001CB1U0000001ABB6508575,OK,1
1:15:48,001CB1U0000001ABB6508577,OK,2
1:15:56,001CB1U0000001ABB6508597,OK,1
1:16:01,001CB1U0000001ABB6506198,OK,2
1:19:08,001CB1U0000001ABC6500538,OK,1
1:19:11,001CB1U0000001ABB6511910,OK,2
1:19:20,001CB1U0000001ABB6512434,OK,1
1:19:23,001CB1U0000001ABC6500868,OK,2
1:19:37,001CB1U0000001ABC6500138,OK,1
1:19:40,001CB1U0000001ABC6500140,OK,2
1:19:53,001CB1U0000001ABC6500180,OK,1
1:19:56,001CB1U0000001ABC6500182,OK,2
1:20:05,001CB1U0000001ABC6500142,OK,1
1:20:08,001CB1U0000001ABC6500136,OK,2
1:20:16,001CB1U0000001ABC6500178,OK,1
1:20:19,001CB1U0000001ABC6500120,OK,2
1:20:27,001CB1U0000001ABC6500122,OK,1
1:20:30,001CB1U0000001ABC6500176,OK,2
1:20:38,001CB1U0000001ABC6500750,OK,1
1:20:43,001CB1U0000001ABC6500828,OK,2
1:20:51,001CB1U0000001ABC6500066,OK,1
1:20:55,001CB1U0000001ABC6500870,OK,2
1:21:04,001CB1U0000001ABB6512458,OK,1
1:21:08,001CB1U0000001ABB6512456,OK,2
1:21:16,001CB1U0000001ABC6500872,OK,1
1:21:20,001CB1U0000001ABC6500874,OK,2
1:21:28,001CB1U0000001ABB6505241,OK,1
1:21:33,001CB1U0000001ABB6505217,OK,2
1:21:41,001CB1U0000001ABC6500876,OK,1
1:21:46,001CB1U0000001ABC6500878,OK,2
1:21:54,001CB1U0000001ABB6512454,OK,1
1:21:58,001CB1U0000001ABB6512432,OK,2
1:22:06,001CB1U0000001ABB6512442,OK,1
1:22:11,001CB1U0000001ABB6512452,OK,2
1:22:19,001CB1U0000001ABC6500194,OK,1
1:22:25,001CB1U0000001ABC6500192,OK,2
1:22:32,001CB1U0000001ABB6505271,OK,1
1:22:37,001CB1U0000001ABB6505169,OK,2
1:22:45,001CB1U0000001ABC6500190,OK,1
1:22:51,001CB1U0000001ABC6500204,OK,2
1:22:59,001CB1U0000001ABC6500202,OK,1
