时间,条码,扫码结果,位置
0:07:49,001CB1U0000001ABB6500014,OK,1
0:07:57,001CB1U0000001AB86511872,OK,2
0:08:00,001CB1U0000001AB86511966,OK,1
0:08:08,001CB1U0000001AB86511878,OK,2
0:08:21,001CB1U0000001AB86511876,OK,1
0:08:28,001CB1U0000001AB86511842,OK,2
0:08:54,001CB1U0000001AB86511838,OK,1
0:09:14,001CB1U0000001ABB6500024,OK,2
0:10:34,001CB1U0000001ABB6500022,OK,1
0:10:49,001CB1U0000001ABB6500026,OK,1
0:11:01,001CB1U0000001ABB6500030,OK,1
0:11:22,001CB1U0000001ABB6500034,OK,1
0:11:36,001CB1U0000001ABA6513040,OK,1
0:11:44,001CB1U0000001ABB6500040,OK,2
0:11:47,001CB1U0000001ABB6500038,OK,1
0:11:55,001CB1U0000001AB86511880,OK,2
0:11:58,001CB1U0000001AB86511884,OK,1
0:12:06,001CB1U0000001AB86512142,OK,2
0:12:10,001CB1U0000001AB86512140,OK,1
0:12:22,001CB1U0000001AB86512144,OK,1
0:13:18,001CB1U0000001AB86512150,OK,2
0:13:25,001CB1U0000001AB86512128,OK,1
0:13:30,001CB1U0000001AB86512120,OK,2
0:13:50,001CB1U0000001ABB6500042,OK,1
0:13:58,001CB1U0000001ABA6513076,OK,2
0:14:01,001CB1U0000001ABB6500048,OK,1
0:15:05,001CB1U0000001AB86511882,OK,1
0:15:08,001CB1U0000001AB86511840,OK,2
0:16:19,001CB1U0000001ABA6513074,OK,1
0:16:31,001CB1U0000001ABB6500052,OK,1
0:16:44,001CB1U0000001ABA6513072,OK,1
0:16:51,001CB1U0000001ABA6513080,OK,2
0:16:55,001CB1U0000001ABA6513078,OK,1
0:17:58,001CB1U0000001ABA6513050,OK,1
0:18:01,001CB1U0000001ABB6500068,OK,2
0:18:14,001CB1U0000001ABB6500082,OK,1
0:18:26,001CB1U0000001ABA6513098,OK,1
0:19:52,001CB1U0000001ABB6500084,OK,1
0:19:59,001CB1U0000001ABA6513034,OK,2
0:20:03,001CB1U0000001ABB6500088,OK,1
0:20:10,001CB1U0000001ABB6500086,OK,2
0:20:14,001CB1U0000001ABB6500092,OK,1
0:20:25,001CB1U0000001ABB6500106,OK,1
0:21:20,001CB1U0000001ABB6500108,OK,2
0:21:32,001CB1U0000001ABB6500110,OK,1
0:21:40,001CB1U0000001ABB6500116,OK,2
0:21:43,001CB1U0000001ABB6500114,OK,1
0:21:51,001CB1U0000001ABB6500120,OK,2
0:21:55,001CB1U0000001ABB6500118,OK,1
0:22:07,001CB1U0000001ABB6500122,OK,1
0:22:15,001CB1U0000001ABB6500128,OK,2
0:22:18,001CB1U0000001ABB6500126,OK,1
0:22:29,001CB1U0000001ABB6500130,OK,1
0:22:33,001CB1U0000001ABB6500132,OK,2
0:22:41,001CB1U0000001ABB6500134,OK,1
0:22:47,001CB1U0000001ABB6500136,OK,2
0:22:55,001CB1U0000001ABB6500138,OK,1
0:22:59,001CB1U0000001ABB6500140,OK,2
0:23:07,001CB1U0000001ABB6500142,OK,1
0:23:14,001CB1U0000001ABB6500144,OK,2
0:23:22,001CB1U0000001ABB6500146,OK,1
0:23:26,001CB1U0000001ABB6500148,OK,2
0:23:38,001CB1U0000001ABB6500070,OK,1
0:23:45,001CB1U0000001ABB6500060,OK,2
0:23:49,001CB1U0000001ABB6500062,OK,1
0:23:56,001CB1U0000001ABA6513112,OK,2
0:24:00,001CB1U0000001ABA6513118,OK,1
0:24:08,001CB1U0000001ABA6513104,OK,2
0:24:11,001CB1U0000001ABB6500152,OK,1
0:24:20,001CB1U0000001ABA6513048,OK,2
0:24:24,001CB1U0000001ABB6500154,OK,1
0:24:32,001CB1U0000001ABB6500080,OK,2
0:24:36,001CB1U0000001ABB6500156,OK,1
0:24:44,001CB1U0000001ABB6500058,OK,2
0:24:48,001CB1U0000001ABB6500158,OK,1
0:25:06,001CB1U0000001ABB6500160,OK,1
0:25:13,001CB1U0000001ABB6500090,OK,2
0:25:17,001CB1U0000001ABB6500096,OK,1
0:25:25,001CB1U0000001ABB6500094,OK,2
0:25:29,001CB1U0000001ABB6500078,OK,1
0:25:37,001CB1U0000001ABB6500098,OK,2
0:25:41,001CB1U0000001ABB6500074,OK,1
0:25:49,001CB1U0000001ABB6500072,OK,2
0:25:53,001CB1U0000001ABB6500044,OK,1
0:26:02,001CB1U0000001ABB6500164,OK,2
0:26:06,001CB1U0000001ABB6500162,OK,1
0:26:19,001CB1U0000001ABA6513106,OK,1
0:26:31,001CB1U0000001ABA6513092,OK,1
0:26:58,001CB1U0000001ABA6513094,OK,1
0:27:06,001CB1U0000001ABA6513084,OK,2
0:27:10,001CB1U0000001ABA6513082,OK,1
0:27:17,001CB1U0000001ABB6500170,OK,2
0:27:21,001CB1U0000001ABA6513086,OK,1
0:27:28,001CB1U0000001AB86510538,OK,2
0:27:32,001CB1U0000001AB86510536,OK,1
0:27:40,001CB1U0000001AB86510534,OK,2
0:28:05,001CB1U0000001AB86510532,OK,1
0:28:21,001CB1U0000001ABB6500172,OK,1
0:28:34,001CB1U0000001ABA6513090,OK,1
0:28:41,001CB1U0000001ABA6513102,OK,2
0:28:45,001CB1U0000001ABA6513114,OK,1
0:28:52,001CB1U0000001AB86510528,OK,2
0:29:02,001CB1U0000001AB86510524,OK,1
0:29:09,001CB1U0000001AB86510530,OK,2
0:29:13,001CB1U0000001AB86510526,OK,1
0:29:24,001CB1U0000001ABA6513100,OK,1
0:34:50,001CB1U0000001ABA6513116,OK,1
0:34:53,001CB1U0000001ABA6513122,OK,2
0:35:06,001CB1U0000001ABB6500182,OK,2
0:35:18,001CB1U0000001ABA6513128,OK,2
0:36:06,001CB1U0000001ABB6500184,OK,1
0:36:09,001CB1U0000001ABB6500194,OK,2
0:36:21,001CB1U0000001ABB6500196,OK,2
0:36:34,001CB1U0000001ABB6500200,OK,1
0:37:12,001CB1U0000001ABB6500204,OK,1
0:37:15,001CB1U0000001ABB6500206,OK,2
0:37:25,001CB1U0000001ABB6500208,OK,1
0:37:28,001CB1U0000001ABB6500210,OK,2
0:37:38,001CB1U0000001ABB6500212,OK,1
0:37:41,001CB1U0000001ABB6500214,OK,2
0:38:30,001CB1U0000001ABB6500216,OK,1
0:38:38,001CB1U0000001ABB6500222,OK,2
0:38:41,001CB1U0000001ABB6500220,OK,1
0:38:55,001CB1U0000001ABB6500224,OK,1
0:39:03,001CB1U0000001ABB6500230,OK,2
0:39:06,001CB1U0000001ABB6500228,OK,1
0:39:45,001CB1U0000001ABB6500246,OK,2
0:40:10,001CB1U0000001AB86510506,OK,1
0:40:29,001CB1U0000001AB86510510,OK,2
0:40:37,001CB1U0000001AB86510514,OK,1
0:40:40,001CB1U0000001AB86510504,OK,2
0:40:48,001CB1U0000001AB86510496,OK,1
0:40:51,001CB1U0000001AB86510502,OK,2
0:40:59,001CB1U0000001AB86510500,OK,1
0:41:03,001CB1U0000001AB86510498,OK,2
0:41:19,001CB1U0000001ABB6500258,OK,1
0:41:22,001CB1U0000001ABB6500260,OK,2
0:41:33,001CB1U0000001ABB6500262,OK,1
0:41:36,001CB1U0000001ABB6500264,OK,2
0:41:45,001CB1U0000001ABB6500242,OK,1
0:41:48,001CB1U0000001ABA6513174,OK,2
0:42:00,001CB1U0000001ABA6513168,OK,1
0:42:03,001CB1U0000001ABA6513166,OK,2
0:42:15,001CB1U0000001ABB6500232,OK,1
0:42:18,001CB1U0000001ABB6500234,OK,2
0:42:26,001CB1U0000001ABB6500236,OK,1
0:42:30,001CB1U0000001ABB6500238,OK,2
0:42:38,001CB1U0000001AB86510518,OK,1
0:42:41,001CB1U0000001AB86510522,OK,2
0:42:52,001CB1U0000001ABB6500266,OK,1
0:42:55,001CB1U0000001ABB6500288,OK,2
0:43:07,001CB1U0000001ABB6500292,OK,1
0:43:10,001CB1U0000001ABB6500250,OK,2
0:43:19,001CB1U0000001ABB6500294,OK,1
0:43:22,001CB1U0000001ABB6500254,OK,2
0:43:33,001CB1U0000001ABB6500296,OK,1
0:43:36,001CB1U0000001ABB6500298,OK,2
0:43:47,001CB1U0000001ABB6500270,OK,2
0:45:15,001CB1U0000001ABB6500252,OK,1
0:45:22,001CB1U0000001ABB6500272,OK,2
0:45:28,001CB1U0000001ABB6500256,OK,1
0:45:35,001CB1U0000001ABB6500300,OK,2
0:45:39,001CB1U0000001ABB6500268,OK,1
0:45:46,001CB1U0000001ABB6500278,OK,2
0:45:58,001CB1U0000001ABA6513156,OK,1
0:46:06,001CB1U0000001ABB6500302,OK,2
0:46:37,001CB1U0000001ABB6500274,OK,1
0:46:44,001CB1U0000001ABB6500310,OK,2
0:46:49,001CB1U0000001ABB6500308,OK,1
0:46:57,001CB1U0000001ABB6500290,OK,2
0:47:01,001CB1U0000001ABB6500286,OK,1
0:47:08,001CB1U0000001ABA6513190,OK,2
0:47:12,001CB1U0000001ABA6513160,OK,1
0:47:20,001CB1U0000001ABA6513154,OK,2
0:47:24,001CB1U0000001ABA6513192,OK,1
0:47:32,001CB1U0000001ABB6500312,OK,2
0:47:44,001CB1U0000001ABA6513162,OK,1
0:47:52,001CB1U0000001ABB6500314,OK,2
0:49:00,001CB1U0000001ABA6513180,OK,1
0:49:07,001CB1U0000001ABA6513198,OK,2
0:49:11,001CB1U0000001ABB6500316,OK,1
0:49:19,001CB1U0000001ABB6500318,OK,2
0:49:35,001CB1U0000001ABA6513178,OK,1
0:49:42,001CB1U0000001ABB6500276,OK,2
0:49:47,001CB1U0000001ABB6500282,OK,1
0:49:54,001CB1U0000001ABB6500284,OK,2
0:49:58,001CB1U0000001ABB6500280,OK,1
0:50:06,001CB1U0000001ABB6500322,OK,2
0:50:10,001CB1U0000001ABB6500320,OK,1
0:50:22,001CB1U0000001ABA6513182,OK,2
0:50:32,001CB1U0000001AB86510516,OK,2
0:50:36,001CB1U0000001AB86510486,OK,1
0:50:44,001CB1U0000001ABA6513152,OK,2
0:50:48,001CB1U0000001ABB6500324,OK,1
0:50:56,001CB1U0000001ABB6500326,OK,2
0:51:12,001CB1U0000001ABA6513150,OK,1
0:51:43,001CB1U0000001ABA6513164,OK,1
0:51:46,001CB1U0000001ABA6513172,OK,2
0:51:58,001CB1U0000001ABA6513170,OK,1
0:52:01,001CB1U0000001ABA6513158,OK,2
0:52:12,001CB1U0000001ABA6513176,OK,1
0:52:15,001CB1U0000001ABB6500328,OK,2
0:52:24,001CB1U0000001ABB6500102,OK,1
0:52:27,001CB1U0000001ABB6500100,OK,2
0:52:37,001CB1U0000001ABB6500064,OK,1
0:52:40,001CB1U0000001ABB6500066,OK,2
0:52:51,001CB1U0000001ABA6514767,OK,2
0:53:03,001CB1U0000001ABA6514861,OK,1
0:53:15,001CB1U0000001ABA6514765,OK,2
0:53:35,001CB1U0000001AB86510328,OK,1
0:53:38,001CB1U0000001AB86507426,OK,2
0:55:12,001CB1U0000001ABB6500344,OK,1
0:55:15,001CB1U0000001ABB6500346,OK,2
0:55:24,001CB1U0000001ABB6500348,OK,1
0:55:28,001CB1U0000001ABB6500350,OK,2
0:55:53,001CB1U0000001ABB6500352,OK,1
0:56:00,001CB1U0000001ABB6500354,OK,2
0:56:08,001CB1U0000001ABB6500356,OK,1
0:56:12,001CB1U0000001ABB6500358,OK,2
0:56:38,001CB1U0000001ABB6500360,OK,1
0:56:44,001CB1U0000001ABB6500362,OK,2
0:56:52,001CB1U0000001ABB6500364,OK,1
0:56:57,001CB1U0000001ABB6500366,OK,2
0:57:05,001CB1U0000001ABB6500368,OK,1
0:57:10,001CB1U0000001ABB6500370,OK,2
0:57:18,001CB1U0000001ABB6500372,OK,1
0:57:22,001CB1U0000001ABB6500374,OK,2
0:57:31,001CB1U0000001ABB6500376,OK,1
0:57:35,001CB1U0000001ABA6514843,OK,2
0:57:42,001CB1U0000001ABB6500330,OK,1
0:57:47,001CB1U0000001ABA6513200,OK,2
0:57:58,001CB1U0000001AB86510254,OK,1
0:58:05,001CB1U0000001AB86513169,OK,2
0:58:13,001CB1U0000001AB86510270,OK,1
0:58:17,001CB1U0000001AB86510346,OK,2
0:58:25,001CB1U0000001ABB6500378,OK,1
0:58:30,001CB1U0000001ABB6500380,OK,2
0:58:38,001CB1U0000001ABA6514851,OK,1
0:58:42,001CB1U0000001ABB6500382,OK,2
0:58:55,001CB1U0000001ABB6500384,OK,1
0:59:02,001CB1U0000001ABB6500388,OK,2
0:59:06,001CB1U0000001ABA6514859,OK,1
0:59:14,001CB1U0000001ABB6500392,OK,2
0:59:33,001CB1U0000001ABB6500390,OK,1
0:59:42,001CB1U0000001ABB6500394,OK,2
0:59:46,001CB1U0000001ABA6514865,OK,1
0:59:54,001CB1U0000001ABB6500398,OK,2
0:59:58,001CB1U0000001ABB6500396,OK,1
1:00:06,001CB1U0000001ABB6500402,OK,2
1:00:43,001CB1U0000001ABB6500404,OK,1
1:00:47,001CB1U0000001ABB6500406,OK,2
1:01:17,001CB1U0000001ABB6500418,OK,1
1:01:20,001CB1U0000001ABB6500420,OK,2
1:01:29,001CB1U0000001ABB6500422,OK,1
1:01:33,001CB1U0000001ABB6500424,OK,2
1:03:07,001CB1U0000001ABB6500440,OK,2
1:03:15,001CB1U0000001ABB6500442,OK,1
1:03:18,001CB1U0000001ABB6500444,OK,2
1:03:26,001CB1U0000001ABB6500446,OK,1
1:03:29,001CB1U0000001ABB6500448,OK,2
1:03:38,001CB1U0000001ABB6500450,OK,1
1:03:42,001CB1U0000001ABA6513130,OK,2
1:03:50,001CB1U0000001ABB6500452,OK,1
1:04:15,001CB1U0000001ABB6500456,OK,1
1:04:20,001CB1U0000001ABA6513052,OK,2
1:04:27,001CB1U0000001AB86513215,OK,1
1:04:32,001CB1U0000001AB86510290,OK,2
1:04:40,001CB1U0000001AB86510310,OK,1
1:04:45,001CB1U0000001AB86510308,OK,2
1:04:52,001CB1U0000001ABB6500458,OK,1
1:04:57,001CB1U0000001ABA6513018,OK,2
1:05:22,001CB1U0000001ABB6500460,OK,1
1:05:25,001CB1U0000001ABB6500462,OK,2
1:05:33,001CB1U0000001AB86510426,OK,1
1:05:43,001CB1U0000001AB86510428,OK,2
1:05:51,001CB1U0000001ABB6500464,OK,1
1:05:57,001CB1U0000001ABB6500466,OK,2
1:06:05,001CB1U0000001ABB6500410,OK,1
1:06:09,001CB1U0000001ABB6500412,OK,2
1:06:24,001CB1U0000001ABB6500468,OK,2
1:06:36,001CB1U0000001ABA6515092,OK,1
1:06:43,001CB1U0000001AB86510432,OK,2
1:06:47,001CB1U0000001AB86510430,OK,1
1:06:54,001CB1U0000001AB86510422,OK,2
1:06:58,001CB1U0000001AB86510424,OK,1
1:07:42,001CB1U0000001ABB6500016,OK,1
1:07:46,001CB1U0000001ABB6500012,OK,2
1:09:36,001CB1U0000001ABB6500046,OK,1
1:09:39,001CB1U0000001ABB6500470,OK,2
1:09:50,001CB1U0000001ABB6500472,OK,1
1:09:53,001CB1U0000001ABB6500168,OK,2
1:10:09,001CB1U0000001ABA6506348,OK,1
1:10:12,001CB1U0000001ABA6506346,OK,2
1:10:20,001CB1U0000001ABA6506344,OK,1
1:10:23,001CB1U0000001ABA6506308,OK,2
1:10:31,001CB1U0000001ABB6500426,OK,1
1:10:34,001CB1U0000001ABB6500428,OK,2
1:10:43,001CB1U0000001AB86510144,OK,1
1:10:47,001CB1U0000001AB86510262,OK,2
1:10:55,001CB1U0000001ABB6500054,OK,1
1:10:59,001CB1U0000001ABA6515106,OK,2
1:11:07,001CB1U0000001AB86510118,OK,1
1:11:12,001CB1U0000001AB86510070,OK,2
1:11:19,001CB1U0000001AB86513203,OK,1
1:11:24,001CB1U0000001AB86510260,OK,2
1:11:32,001CB1U0000001AB86510096,OK,1
1:11:37,001CB1U0000001AB86510094,OK,2
1:11:44,001CB1U0000001AB86510116,OK,1
1:11:50,001CB1U0000001AB86510112,OK,2
1:11:57,001CB1U0000001ABB6500474,OK,1
1:12:02,NG,NG,2
1:12:10,001CB1U0000001ABB6500478,OK,1
1:12:14,001CB1U0000001ABB6500480,OK,2
1:12:22,001CB1U0000001AB86513195,OK,1
1:12:27,001CB1U0000001AB86510284,OK,2
1:12:35,001CB1U0000001ABB6500482,OK,1
1:12:38,001CB1U0000001ABB6500484,OK,2
1:12:46,001CB1U0000001ABB6500486,OK,1
1:12:50,001CB1U0000001ABB6500488,OK,2
1:12:58,001CB1U0000001AB86510240,OK,1
1:13:02,001CB1U0000001AB86510344,OK,2
1:13:10,001CB1U0000001ABB6500490,OK,1
1:13:15,001CB1U0000001ABB6500492,OK,2
1:13:23,001CB1U0000001ABB6500498,OK,1
1:13:27,001CB1U0000001ABA6514216,OK,2
1:13:35,001CB1U0000001ABB6500502,OK,1
1:13:41,001CB1U0000001ABB6500504,OK,2
1:13:50,001CB1U0000001ABA6515058,OK,1
1:13:54,001CB1U0000001ABA6515074,OK,2
1:14:02,001CB1U0000001ABB6500512,OK,1
1:14:07,001CB1U0000001ABB6500514,OK,2
1:14:16,001CB1U0000001ABB6500516,OK,1
1:14:22,001CB1U0000001ABB6500518,OK,2
1:14:30,001CB1U0000001ABB6500520,OK,1
1:14:35,001CB1U0000001ABA6513054,OK,2
1:14:48,001CB1U0000001ABB6500522,OK,1
1:14:51,001CB1U0000001ABB6500524,OK,2
1:14:59,001CB1U0000001ABB6500526,OK,1
1:15:02,001CB1U0000001ABB6500528,OK,2
1:15:10,001CB1U0000001ABB6500530,OK,1
1:15:15,001CB1U0000001ABB6500532,OK,2
1:15:22,001CB1U0000001AB86510130,OK,1
1:15:28,001CB1U0000001AB86510056,OK,2
1:15:40,001CB1U0000001ABB6500534,OK,1
1:16:00,001CB1U0000001ABA6506152,OK,1
1:16:03,001CB1U0000001ABA6506188,OK,2
1:16:13,001CB1U0000001ABA6506234,OK,1
1:16:17,001CB1U0000001ABA6506214,OK,2
1:16:30,001CB1U0000001ABB6500542,OK,2
1:16:38,001CB1U0000001ABB6500544,OK,1
1:16:41,001CB1U0000001ABB6500546,OK,2
1:16:50,001CB1U0000001ABB6500548,OK,1
1:16:54,001CB1U0000001ABB6500550,OK,2
1:17:03,001CB1U0000001ABA6515084,OK,1
1:17:07,001CB1U0000001ABB6500554,OK,2
1:17:15,001CB1U0000001ABB6500556,OK,1
1:17:20,001CB1U0000001ABB6500558,OK,2
1:17:28,001CB1U0000001ABB6500560,OK,1
1:17:33,001CB1U0000001ABB6500562,OK,2
1:17:41,001CB1U0000001ABA6505926,OK,1
1:17:47,001CB1U0000001ABA6506294,OK,2
1:17:55,001CB1U0000001ABA6506002,OK,1
1:18:09,001CB1U0000001AB96505384,OK,2
1:18:17,001CB1U0000001ABA6513030,OK,1
1:18:35,001CB1U0000001ABB6500568,OK,1
1:18:38,001CB1U0000001ABB6500570,OK,2
1:18:48,001CB1U0000001ABA6505478,OK,1
1:18:51,001CB1U0000001AB86510184,OK,2
1:19:01,001CB1U0000001ABB6500572,OK,1
1:19:04,001CB1U0000001ABB6500574,OK,2
1:19:14,001CB1U0000001ABB6500576,OK,1
1:19:17,001CB1U0000001ABB6500578,OK,2
1:19:48,001CB1U0000001ABB6500584,OK,1
1:19:51,001CB1U0000001ABB6500586,OK,2
1:19:59,001CB1U0000001ABB6500588,OK,1
1:20:02,001CB1U0000001ABB6500590,OK,2
1:20:10,001CB1U0000001ABB6500592,OK,1
1:20:13,001CB1U0000001ABB6500594,OK,2
1:20:26,001CB1U0000001ABB6500596,OK,1
1:20:33,001CB1U0000001AB96505282,OK,2
1:20:36,001CB1U0000001ABA6506008,OK,1
1:20:44,001CB1U0000001ABB6500600,OK,2
1:20:48,001CB1U0000001ABA6510579,OK,1
1:20:55,001CB1U0000001ABB6500604,OK,2
1:21:55,001CB1U0000001ABB6500610,OK,1
1:21:58,001CB1U0000001ABB6500612,OK,2
1:22:06,001CB1U0000001ABB6500614,OK,1
1:22:09,001CB1U0000001ABB6500598,OK,2
1:22:22,001CB1U0000001ABB6500616,OK,1
1:22:29,001CB1U0000001ABB6500622,OK,2
1:22:33,001CB1U0000001ABB6500620,OK,1
1:22:40,001CB1U0000001AB86510182,OK,2
1:22:44,001CB1U0000001ABA6506038,OK,1
1:22:52,001CB1U0000001ABB6500626,OK,2
1:22:58,001CB1U0000001ABB6500624,OK,1
1:23:05,001CB1U0000001ABB6500050,OK,2
1:23:11,001CB1U0000001ABB6500628,OK,1
1:23:22,NG,NG,2
1:23:35,001CB1U0000001ABB6500632,OK,1
1:23:43,001CB1U0000001ABB6500636,OK,2
1:23:46,001CB1U0000001ABB6500634,OK,1
1:23:54,001CB1U0000001ABA6513088,OK,2
1:23:58,001CB1U0000001ABB6500638,OK,1
1:24:06,001CB1U0000001ABA6515118,OK,2
1:24:09,001CB1U0000001ABB6500056,OK,1
1:24:17,001CB1U0000001AB86510142,OK,2
1:24:20,001CB1U0000001ABA6505444,OK,1
1:24:29,001CB1U0000001ABB6500508,OK,2
1:24:33,001CB1U0000001ABB6500506,OK,1
1:24:42,001CB1U0000001ABB6500510,OK,2
1:24:46,001CB1U0000001ABB6500020,OK,1
1:24:54,001CB1U0000001ABA6506182,OK,2
1:25:02,001CB1U0000001ABA6506094,OK,1
1:25:15,001CB1U0000001ABB6500564,OK,1
1:25:23,001CB1U0000001ABB6500640,OK,2
1:25:26,001CB1U0000001ABB6500010,OK,1
1:25:34,001CB1U0000001ABB6500644,OK,2
1:25:37,001CB1U0000001ABB6500642,OK,1
1:25:45,001CB1U0000001ABB6500648,OK,2
1:25:53,001CB1U0000001ABB6500646,OK,1
1:26:06,001CB1U0000001ABB6500652,OK,1
1:26:13,001CB1U0000001ABB6500666,OK,2
1:26:22,001CB1U0000001ABB6500660,OK,1
1:26:58,001CB1U0000001ABB6500668,OK,1
1:27:01,001CB1U0000001ABB6500658,OK,2
1:27:09,001CB1U0000001ABB6500670,OK,1
1:27:12,001CB1U0000001ABB6500672,OK,2
1:27:21,001CB1U0000001ABB6500674,OK,1
1:27:24,001CB1U0000001ABB6500676,OK,2
1:27:35,001CB1U0000001ABB6500680,OK,2
1:28:00,001CB1U0000001ABB6500678,OK,1
1:28:16,001CB1U0000001ABB6500682,OK,1
1:28:23,001CB1U0000001AB86510112,OK,2
1:28:27,001CB1U0000001AB86510116,OK,1
1:28:39,001CB1U0000001ABB6500686,OK,1
1:28:47,001CB1U0000001ABB6500692,OK,2
1:29:21,001CB1U0000001ABB6500690,OK,1
1:29:29,001CB1U0000001ABB6500696,OK,2
1:29:45,001CB1U0000001ABB6500700,OK,2
1:29:48,001CB1U0000001ABB6500698,OK,1
1:29:56,001CB1U0000001ABB6500704,OK,2
1:30:17,001CB1U0000001ABB6500630,OK,2
1:30:27,001CB1U0000001ABB6500476,OK,1
1:30:52,001CB1U0000001ABB6500706,OK,1
1:30:55,001CB1U0000001ABB6500708,OK,2
1:31:20,001CB1U0000001ABB6500710,OK,1
1:31:58,001CB1U0000001ABB6500712,OK,1
1:32:01,001CB1U0000001ABB6500714,OK,2
1:32:31,001CB1U0000001ABB6500536,OK,1
1:32:34,001CB1U0000001ABB6500718,OK,2
1:32:47,001CB1U0000001ABA6505974,OK,1
1:32:51,001CB1U0000001ABA6506288,OK,2
1:32:58,001CB1U0000001ABA6506134,OK,1
1:33:02,001CB1U0000001ABA6506162,OK,2
1:33:20,001CB1U0000001ABB6500720,OK,1
1:33:23,001CB1U0000001ABB6500722,OK,2
1:34:29,001CB1U0000001ABA6506140,OK,1
1:34:32,001CB1U0000001ABA6506164,OK,2
1:34:41,001CB1U0000001ABB6500724,OK,1
1:34:44,001CB1U0000001ABB6500726,OK,2
1:34:52,001CB1U0000001ABB6500728,OK,1
1:34:55,001CB1U0000001ABB6500730,OK,2
1:35:03,001CB1U0000001ABA6505994,OK,1
1:35:06,001CB1U0000001ABA6505228,OK,2
1:36:54,001CB1U0000001ABA6505350,OK,1
1:36:57,001CB1U0000001ABA6505338,OK,2
1:37:05,001CB1U0000001ABA6505358,OK,1
1:37:08,001CB1U0000001ABA6505780,OK,2
1:37:56,001CB1U0000001ABA6505426,OK,1
1:37:59,001CB1U0000001ABA6505352,OK,2
1:38:07,001CB1U0000001AB96505386,OK,1
1:38:10,001CB1U0000001AB96505388,OK,2
1:38:49,001CB1U0000001ABB6500732,OK,1
1:38:52,001CB1U0000001ABB6500734,OK,2
1:40:45,001CB1U0000001ABB6500736,OK,1
1:40:48,001CB1U0000001ABB6500738,OK,2
1:40:57,001CB1U0000001ABB6500740,OK,1
1:41:00,001CB1U0000001ABB6500742,OK,2
1:41:17,001CB1U0000001ABA6505862,OK,1
1:41:20,001CB1U0000001ABA6505856,OK,2
1:41:28,001CB1U0000001ABA6505258,OK,1
1:41:31,001CB1U0000001ABA6505324,OK,2
1:41:39,001CB1U0000001ABA6505736,OK,1
1:41:42,001CB1U0000001ABA6505150,OK,2
1:41:50,001CB1U0000001ABA6505216,OK,1
1:41:55,001CB1U0000001ABA6505222,OK,2
1:42:02,001CB1U0000001ABA6505660,OK,1
1:42:07,001CB1U0000001ABA6505704,OK,2
1:42:15,001CB1U0000001ABA6505822,OK,1
1:42:20,001CB1U0000001ABA6505504,OK,2
1:42:27,001CB1U0000001ABA6505676,OK,1
1:42:32,001CB1U0000001ABA6503319,OK,2
1:42:40,001CB1U0000001ABA6505846,OK,1
1:42:45,001CB1U0000001ABA6505830,OK,2
1:42:52,001CB1U0000001ABA6505632,OK,1
1:42:57,001CB1U0000001ABA6505670,OK,2
1:43:05,001CB1U0000001ABA6505888,OK,1
1:43:10,001CB1U0000001ABA6505876,OK,2
1:43:25,001CB1U0000001ABB6500744,OK,1
